AIN,TOC Dummy,DISC Dummy,cp_filing,cp_complet,cp_approva,permit_num,ladbs_subm,ladbs_perm,ladbs_appr
4324007017,0,1,7/5/2017,3/2/2018,4/16/2018,17010-30000-03693,9/25/2017,3/20/2019,541
4325023018,0,1,1/27/2017,2/28/2017,7/12/2017,16010-20000-02308,6/1/2016,9/28/2018,849
4325025***,0,1,10/1/2014,10/21/2014,6/9/2015,17010-10000-02885,7/25/2017,6/12/2018,322
4332017014,0,1,12/18/2014,5/15/2015,6/30/2015,17010-10000-03292,8/25/2017,9/18/2018,389
4332018035,0,1,5/19/2016,7/5/2016,12/23/2016,15010-30000-03761,10/20/2015,1/23/2018,826
4332022040,0,1,12/23/2014,4/14/2015,11/4/2015,15010-10000-04477,12/15/2015,2/28/2018,806
4332025027,0,1,12/19/2014,3/26/2015,7/8/2015,15010-10000-04216,11/18/2015,2/12/2018,817
4334015010,0,1,7/15/2019,12/26/2019,9/9/2020,18010-10000-02245,5/16/2018,3/12/2019,300
4334016030,0,1,12/30/2014,1/20/2015,8/12/2015,15010-10000-02873,8/14/2015,1/31/2018,901
4363005019,0,1,9/20/2016,10/21/2016,7/6/2017,17010-30000-04158,10/26/2017,1/11/2019,442
4368015003,0,1,12/31/2014,6/27/2016,6/27/2016,16010-10000-06405,12/30/2016,7/23/2019,935
4401024026,0,1,11/1/2016,12/6/2016,5/1/2017,17010-20000-05002,12/20/2017,6/19/2019,546
4401029011,0,1,2/12/2016,4/21/2016,5/31/2016,13010-10000-04660,12/31/2013,3/1/2019,"1,886"
5006008026,0,1,1/25/2017,2/28/2017,5/17/2017,17010-10000-03695,9/26/2017,3/14/2018,169
5019026009,0,1,5/26/2017,1/10/2018,1/17/2018,18010-10000-00366,1/31/2018,10/19/2018,261
5032004901,0,1,5/11/2018,6/1/2018,8/9/2018,18010-10000-03651,7/20/2018,12/18/2018,151
5054028018,0,1,3/3/2016,4/1/2016,5/2/2017,17010-10000-05120,12/27/2017,12/23/2019,726
5068018013,0,1,4/18/2016,2/21/2017,8/15/2017,16010-20000-02390,6/7/2016,6/5/2018,728
5073018902,0,1,12/20/2017,1/4/2018,2/26/2018,18010-10000-00904,3/12/2018,5/14/2019,428
5076006025,0,1,8/15/2014,1/28/2015,12/14/2015,16010-10000-03987,9/7/2016,3/2/2018,541
5076018023,0,1,2/25/2015,3/27/2015,12/22/2015,18010-10000-03031,6/20/2018,12/19/2018,182
5077015012,0,1,#N/A,#N/A,#N/A,17010-10000-02733,7/13/2017,1/11/2019,547
5078003003,0,1,3/27/2015,4/29/2015,8/22/2016,16010-10000-02730,6/27/2016,3/11/2019,987
5080012006,0,1,5/6/2016,6/2/2016,7/26/2017,15010-10000-03721,10/30/2015,6/6/2018,950
5080016008,0,1,4/5/2017,6/1/2017,11/8/2017,17010-10000-04950,12/18/2017,5/2/2019,500
5085015032,0,1,5/28/2020,9/25/2020,11/13/2020,16010-10000-04105,9/16/2016,3/16/2018,546
5086004008,0,1,2/2/2016,2/29/2016,9/29/2016,16010-10000-05142,11/10/2016,6/19/2018,586
5086026017,0,1,5/16/2016,5/30/2016,1/4/2017,16010-10000-02146,5/19/2016,4/11/2018,692
5087016030,0,1,4/20/2016,7/25/2016,9/30/2016,15010-10000-04512,12/15/2015,11/13/2018,"1,064"
5093022011,0,1,12/23/2014,5/1/2015,5/19/2015,17010-10000-02632,7/10/2017,6/4/2018,329
5093025005,0,1,9/26/2016,2/2/2017,6/27/2017,16010-10000-05352,12/1/2016,5/13/2019,893
5094006004,0,1,6/8/2017,7/9/2017,4/30/2018,17010-10000-02605,7/5/2017,12/24/2019,902
5094007002,0,1,10/17/2017,11/9/2017,7/16/2018,18010-10000-02473,5/30/2018,12/31/2019,580
5094023039,0,1,11/3/2016,5/24/2017,8/10/2017,15010-10000-04658,12/30/2015,5/22/2018,874
5114014006,0,1,3/11/2016,3/24/2016,6/15/2016,18010-10000-01951,5/4/2018,12/19/2018,229
5123020010,0,1,1/10/2017,2/1/2017,12/18/2017,16010-10000-06041,12/22/2016,4/25/2019,854
5134025015,0,1,1/5/2016,2/5/2016,8/24/2016,16010-10000-04283,10/20/2016,10/8/2019,"1,083"
5147029048,0,1,3/2/2017,5/23/2017,12/22/2017,19010-10000-03065,7/22/2019,12/16/2019,147
5148024026,0,1,12/21/2017,1/25/2018,2/23/2018,18010-10000-00967,3/14/2018,11/30/2018,261
5148025024,0,1,6/13/2017,9/27/2017,12/28/2017,17010-10000-03238,8/25/2017,10/2/2018,403
5153010011,0,1,7/27/2018,11/19/2018,11/28/2018,17010-10000-04162,10/27/2017,4/25/2019,545
5153024027,0,1,9/8/2016,1/9/2017,1/18/2017,18010-10000-03723,8/1/2018,12/7/2018,128
5155025900,0,1,1/27/2016,4/8/2016,4/26/2016,16010-10000-03271,8/3/2016,2/23/2018,569
5160009001,0,1,9/11/2015,10/11/2015,10/31/2016,16010-30000-01451,4/8/2016,5/31/2018,783
5160009004,0,1,5/11/2015,7/7/2015,6/22/2016,17010-10000-04956,12/18/2017,3/12/2020,815
5160013039,0,1,7/25/2016,7/26/2016,7/12/2016,16010-10000-05764,12/16/2016,1/2/2020,"1,112"
5160019014,0,1,3/16/2017,11/28/2017,2/16/2018,17010-10000-02581,7/3/2017,11/5/2018,490
5160025001,0,1,6/28/2017,6/1/2018,11/6/2018,18010-10000-01483,4/5/2018,9/4/2019,517
5161016029,0,1,6/13/2018,7/13/2018,12/19/2018,15010-10000-02939,8/19/2015,5/24/2018,"1,009"
5180002013,0,1,10/31/2019,11/22/2019,2/21/2020,17010-10000-00055,1/12/2017,4/2/2018,445
5214001002,0,1,2/8/2017,12/1/2017,4/23/2018,18010-10000-02712,6/28/2018,5/10/2019,316
5404008010,0,1,9/25/2015,2/17/2016,6/10/2016,17010-20000-04059,10/19/2017,10/23/2018,369
5404018010,0,1,5/8/2017,10/19/2017,10/20/2017,16010-20000-06449,12/30/2016,12/28/2018,728
5406014035,0,1,7/8/2016,10/20/2016,1/9/2017,16010-10000-04855,10/19/2016,4/18/2018,546
5407007001,0,1,6/20/2017,8/25/2017,9/22/2017,18010-10000-00498,2/8/2018,8/5/2019,543
5407007007,0,1,2/22/2016,7/7/2016,9/8/2016,16010-10000-03531,8/11/2016,2/9/2018,547
5420022023,0,1,1/13/2010,2/3/2010,7/28/2010,17010-30000-03242,8/23/2017,4/19/2018,239
5423005003,0,1,10/8/2015,11/3/2015,6/10/2016,16010-10000-05634,12/21/2016,6/29/2018,555
5434017005,0,1,3/31/2016,4/20/2016,8/30/2016,16010-10000-02827,6/29/2016,6/26/2018,727
5442010027,0,1,6/15/2017,7/18/2017,6/6/2018,17010-10000-01880,6/1/2017,4/9/2019,677
5471015005,0,1,7/14/2017,9/21/2017,7/20/2018,16010-20000-06435,12/30/2016,12/18/2019,"1,083"
5473024021,0,1,6/8/2017,7/18/2017,10/13/2017,17010-20000-01509,4/19/2017,1/25/2018,281
5501004006,0,1,10/28/2015,10/31/2017,3/23/2018,17010-10000-03074,8/18/2017,3/18/2020,943
5503018008,0,1,1/17/2017,2/17/2017,5/3/2017,16010-10000-05470,12/8/2016,5/25/2018,533
5503020026,0,1,6/19/2017,7/14/2017,11/9/2017,15010-10000-03689,10/30/2015,8/29/2018,"1,034"
5520024009,0,1,12/30/2014,1/30/2015,1/28/2016,16010-20000-01155,3/23/2016,12/18/2018,"1,000"
5521004001,0,1,10/25/2016,1/20/2017,5/8/2017,16010-10000-05517,12/14/2016,5/24/2018,526
5522003006,0,1,7/22/2016,1/2/2017,1/4/2017,16010-10000-04686,10/14/2016,4/13/2018,546
5522014012,0,1,4/2/2019,7/5/2019,9/10/2019,17010-20000-02344,6/19/2017,3/7/2018,261
5522015010,0,1,2/12/2016,3/7/2016,5/27/2016,17010-20000-00067,1/10/2017,1/9/2020,"1,094"
5522019003,0,1,5/30/2017,6/22/2017,4/6/2018,16016-10000-30379,12/19/2016,12/3/2018,714
5523022012,0,1,11/10/2016,12/1/2016,5/23/2017,17010-10000-02156,6/15/2017,11/13/2018,516
5527032021,0,1,10/1/2018,,10/2/2019,17010-10000-02561,6/29/2017,9/17/2018,445
5528001078,0,1,#N/A,#N/A,#N/A,18010-10000-06099,12/18/2018,11/8/2019,325
5528003034,0,1,4/17/2018,4/26/2018,10/16/2018,15010-10000-03347,9/21/2015,2/22/2018,885
5528003040,0,1,5/10/2018,6/7/2018,1/11/2019,15010-10000-03307,9/15/2015,2/20/2018,889
5529007022,0,1,10/4/2017,12/29/2017,10/31/2018,16010-10000-06280,12/29/2016,1/23/2018,390
5532017020,0,1,12/18/2015,12/23/2015,4/5/2018,18010-10000-01437,4/3/2018,11/26/2019,602
5533018001,0,1,12/2/2014,4/27/2015,7/22/2015,17010-30000-02328,6/16/2017,7/16/2018,395
5533035019,0,1,3/14/2016,3/24/2016,8/29/2016,16010-10000-04962,10/27/2016,9/14/2018,687
5534019029,0,1,6/28/2016,8/24/2016,11/15/2016,16010-20000-04089,9/12/2016,3/11/2019,910
5536004003,0,1,2/7/2017,8/4/2017,2/8/2018,16010-20000-05427,11/30/2016,5/30/2018,546
5537002027,0,1,9/30/2015,2/13/2017,2/23/2018,17010-10000-00027,1/5/2017,1/16/2019,741
5540009010,0,1,6/7/2017,8/28/2018,12/21/2018,17010-10000-04369,11/8/2017,9/3/2019,664
5540011009,0,1,6/15/2017,8/2/2017,12/27/2017,17010-20000-01752,5/10/2017,3/16/2018,310
5542003016,0,1,7/16/2014,7/16/2016,9/20/2016,17010-10000-01773,5/18/2017,1/3/2020,960
5543008007,0,1,5/31/2013,6/30/2013,5/3/2017,18010-10000-02757,6/7/2018,2/7/2020,610
5543009021,0,1,7/18/2017,4/6/2018,2/6/2019,17010-10000-02618,7/6/2017,3/9/2020,977
5544019014,0,1,5/8/2017,2/8/2018,4/24/2018,17010-30000-02833,7/25/2017,9/19/2019,786
5546016002,0,1,5/7/2015,6/5/2015,2/22/2017,16010-10000-05333,12/19/2016,1/2/2019,744
5546025003,0,1,3/4/2014,1/8/2016,6/9/2016,17010-10000-00622,3/6/2017,4/24/2018,414
5547009024,0,1,9/26/2013,4/9/2015,7/17/2015,16010-10000-06126,12/22/2016,3/9/2018,442
5586035040,0,1,11/17/2014,11/24/2014,4/15/2016,16010-10000-05275,1/25/2017,6/12/2018,503
6032006021,0,1,4/2/2019,4/2/2019,5/22/2019,18010-10000-05485,11/13/2018,8/12/2019,272
6046019920,0,1,12/8/2016,12/12/2016,12/14/2016,17010-10000-00963,4/12/2017,6/21/2018,435
6046019930,0,1,11/20/2019,11/25/2019,11/27/2019,19010-10000-02683,6/27/2019,1/10/2020,197
6070016007,0,1,5/24/2019,7/23/2019,8/1/2019,19010-10000-02212,5/24/2019,3/16/2020,297
6088009036,0,1,#N/A,#N/A,#N/A,16010-10000-05359,11/28/2016,12/20/2018,752
2206011022,0,0,#N/A,#N/A,#N/A,17010-20000-03176,8/18/2017,12/28/2018,497
2210031012,0,0,8/10/2016,11/28/2016,4/12/2017,16010-20000-05567,2016-12-08,2018-05-31,539
2220005003,0,0,#N/A,#N/A,#N/A,16010-20000-03386,8/3/2016,1/31/2018,546
2221021005,0,0,#N/A,#N/A,#N/A,16010-20000-05424,11/30/2016,7/30/2018,607
2237001017,0,0,6/10/2016,#N/A,12/15/2017,16010-20000-05768,2016-12-16,2019-05-30,895
2239006030,0,0,7/25/2016,#N/A,5/2/2018,17010-20000-01245,2017-03-24,2019-08-12,871
2240013006,0,0,#N/A,#N/A,#N/A,17010-20000-01987,2017-05-22,2019-06-25,764
2241013013,0,0,3/14/2017,#N/A,10/20/2017,17010-20000-00056,2017-01-09,2018-10-19,648
2241022003,0,0,#N/A,#N/A,#N/A,17010-20000-02238,2017-06-08,2018-05-31,357
2248004017,0,0,5/31/2017,#N/A,6/8/2018,17010-10000-03233,2017-08-23,2019-01-22,517
2276041017,0,0,6/27/2018,#N/A,9/14/2018,18010-30000-00552,2018-02-12,2019-04-17,429
2276042001,0,0,#N/A,#N/A,#N/A,16010-20000-05644,12/14/2016,11/14/2019,"1,065"
2324029019,0,0,#N/A,#N/A,#N/A,18010-10000-00264,1/23/2018,1/15/2020,722
2328033043,0,0,#N/A,2/14/2017,#N/A,18010-20000-02922,2018-06-13,2019-12-13,548
2332021018,0,0,#N/A,#N/A,#N/A,17010-20000-00030,1/6/2017,9/17/2019,984
2334011030,0,0,3/4/2015,#N/A,9/9/2016,19010-10000-00592,2019-02-11,2019-10-30,261
2337009005,0,0,#N/A,#N/A,#N/A,17010-20000-02895,7/26/2017,11/20/2018,482
2338010023,0,0,#N/A,#N/A,#N/A,18010-20000-02907,6/13/2018,9/16/2019,460
2338023005,0,0,2/17/2015,#N/A,8/11/2017,16010-10000-03886,2016-08-30,2018-11-26,818
2340006015,0,0,#N/A,#N/A,#N/A,18010-20000-02176,2018-05-14,2019-06-25,407
2350005054,0,0,#N/A,#N/A,#N/A,16010-10000-00385,2016-02-04,2018-04-06,792
2350018094,0,0,#N/A,#N/A,#N/A,16010-20000-03155,2016-07-18,2018-04-25,646
2359024031,0,0,#N/A,#N/A,#N/A,18010-20000-05384,2018-11-05,2020-01-13,434
2367014027,0,0,#N/A,#N/A,#N/A,17010-20000-05144,2017-12-28,2018-09-28,274
2368009015,0,0,#N/A,#N/A,#N/A,16010-20000-04479,2016-09-30,2018-03-28,544
2419001020,0,0,#N/A,#N/A,#N/A,18010-30000-01392,3/29/2018,9/25/2019,545
2421014032,0,0,#N/A,#N/A,#N/A,17010-30000-02555,2017-06-29,2018-03-27,271
2423005014,0,0,#N/A,#N/A,#N/A,17010-20000-01517,2017-04-19,2018-09-26,525
2424002005,0,0,#N/A,#N/A,#N/A,17010-20000-00901,3/6/2017,4/5/2018,395
2513006900,0,0,#N/A,#N/A,#N/A,18010-10000-04405,2018-08-10,2019-03-11,213
2654008024,0,0,#N/A,#N/A,#N/A,15010-10000-01885,5/22/2015,3/27/2018,"1,040"
2654014031,0,0,#N/A,#N/A,#N/A,17010-20000-04784,2017-12-05,2019-05-09,520
4006022018,0,0,#N/A,#N/A,#N/A,17010-20000-02529,6/28/2017,4/26/2018,302
4103008016,0,0,#N/A,#N/A,#N/A,17010-20000-04647,11/27/2017,7/10/2018,225
4217016001,0,0,#N/A,#N/A,#N/A,18010-20000-01789,4/26/2018,2/14/2019,294
4221023022,0,0,#N/A,#N/A,#N/A,18010-20000-02162,5/11/2018,2/1/2019,266
4233018012,0,0,#N/A,#N/A,#N/A,18010-20000-02247,5/16/2018,9/6/2019,478
4235004001,0,0,#N/A,#N/A,#N/A,18010-10000-06102,12/18/2018,12/3/2019,350
4236015022,0,0,#N/A,#N/A,#N/A,16010-10000-05615,12/9/2016,4/24/2018,501
4236021021,0,0,#N/A,#N/A,#N/A,18010-10000-00355,2/1/2018,11/16/2018,288
4242033001,0,0,#N/A,#N/A,#N/A,19010-10000-00903,3/1/2019,1/14/2020,319
4261019006,0,0,#N/A,#N/A,#N/A,18010-10000-00323,2/5/2018,11/21/2019,654
4263011009,0,0,#N/A,#N/A,#N/A,17010-10000-01890,5/15/2017,2/22/2018,283
4263031016,0,0,#N/A,#N/A,#N/A,17010-10000-02522,6/27/2017,5/11/2018,318
4263034029,0,0,#N/A,#N/A,#N/A,17010-20000-05063,12/22/2017,5/1/2019,495
4303019024,0,0,#N/A,#N/A,#N/A,17010-20000-04621,11/22/2017,5/6/2019,530
4323013044,0,0,#N/A,#N/A,#N/A,18010-10000-02796,6/8/2018,12/4/2019,544
4332019021,0,0,#N/A,#N/A,#N/A,17010-10000-02038,5/24/2017,7/3/2018,405
5020025014,0,0,#N/A,#N/A,#N/A,16010-20000-00549,2/10/2016,3/28/2018,777
5040018006,0,0,#N/A,#N/A,#N/A,17010-10000-04375,11/9/2017,5/7/2019,544
5043002016,0,0,#N/A,#N/A,#N/A,17010-10000-01522,4/20/2017,3/12/2018,326
5044011026,0,0,#N/A,#N/A,#N/A,18010-10000-00133,1/16/2018,3/22/2019,430
5046015030,0,0,#N/A,#N/A,#N/A,18010-20000-00374,1/31/2018,7/16/2019,531
5094009011,0,0,#N/A,#N/A,#N/A,18010-10000-00635,2/20/2018,6/27/2019,492
5094024006,0,0,#N/A,#N/A,#N/A,18010-10000-00075,1/9/2018,2/7/2019,394
5094025017,0,0,#N/A,#N/A,#N/A,16010-10000-05350,11/28/2016,11/26/2018,728
5156016017,0,0,#N/A,#N/A,#N/A,15010-10000-01568,4/29/2015,4/13/2018,"1,080"
5202001011,0,0,2/15/2018,#N/A,10/17/2018,18010-10000-03411,2018-07-05,2019-02-04,214
5312008017,0,0,#N/A,#N/A,#N/A,18010-10000-01253,3/21/2018,11/27/2018,251
5402008025,0,0,#N/A,#N/A,#N/A,18010-20000-02214,5/15/2018,12/30/2019,594
5419009021,0,0,#N/A,#N/A,#N/A,16010-10000-04687,10/12/2016,11/9/2018,758
5493004005,0,0,#N/A,#N/A,#N/A,17010-10000-01480,4/18/2017,1/8/2018,265
5504019023,0,0,#N/A,#N/A,#N/A,16010-20000-01660,4/22/2016,5/10/2018,748
5518002012,0,0,#N/A,#N/A,#N/A,17010-20000-03642,9/21/2017,1/12/2018,113
5521004020,0,0,#N/A,#N/A,#N/A,19010-20000-01620,4/17/2019,1/3/2020,261
5521011002,0,0,#N/A,#N/A,#N/A,18010-20000-00740,2/21/2018,10/12/2018,233
5522020011,0,0,#N/A,#N/A,#N/A,16010-10000-04103,9/16/2016,3/16/2018,546
5522028014,0,0,#N/A,#N/A,#N/A,17010-30000-05074,12/22/2017,8/30/2018,251
5529021047,0,0,#N/A,#N/A,#N/A,16010-20000-01046,3/17/2016,4/30/2018,774
5533021029,0,0,#N/A,#N/A,#N/A,17010-20000-05046,12/22/2017,8/1/2018,222
5535021003,0,0,#N/A,#N/A,#N/A,17010-10000-02568,6/30/2017,10/19/2018,476
5536004012,0,0,#N/A,#N/A,#N/A,17010-10000-02631,7/10/2017,8/15/2018,401
5537003004,0,0,#N/A,#N/A,#N/A,17010-20000-00675,2/21/2017,5/16/2018,449
5545015042,0,0,#N/A,#N/A,#N/A,16010-20000-05718,12/14/2016,6/5/2018,538
5682018046,0,0,#N/A,#N/A,#N/A,15010-10000-01754,5/14/2015,4/17/2018,"1,069"
6012010034,0,0,#N/A,#N/A,#N/A,17010-70000-02091,5/31/2017,4/30/2019,699
6046019927,0,0,#N/A,#N/A,#N/A,17010-10000-00976,4/12/2017,6/21/2018,435
6046021918,0,0,#N/A,#N/A,#N/A,17010-10000-00966,4/12/2017,6/21/2018,435
6048004030,0,0,#N/A,#N/A,#N/A,16010-30000-03047,7/8/2016,10/11/2018,825
6048022066,0,0,#N/A,#N/A,#N/A,17010-10000-02258,6/9/2017,9/27/2018,475
7418004008,0,0,#N/A,#N/A,#N/A,17010-30000-03489,9/8/2017,12/12/2018,460
7418004009,0,0,#N/A,#N/A,#N/A,17010-10000-02804,7/18/2017,9/7/2018,416
